date,state,district,pincode,age_0_5,age_5_17,age_18_greater
19-09-2025,Telangana,Suryapet,508218,1,0,0
19-09-2025,Telangana,Suryapet,508222,5,0,0
19-09-2025,Telangana,Suryapet,508223,4,0,0
19-09-2025,Telangana,Suryapet,508233,0,1,0
18-09-2025,Telangana,Suryapet,508201,1,0,0
20-09-2025,Telangana,Suryapet,508212,1,1,0
20-09-2025,Telangana,Suryapet,508280,3,1,0
23-09-2025,Telangana,Suryapet,508206,0,1,0
23-09-2025,Telangana,Suryapet,508213,1,0,0
23-09-2025,Telangana,Suryapet,508218,1,0,0
23-09-2025,Telangana,Suryapet,508279,1,0,0
23-09-2025,Telangana,Suryapet,508280,2,0,0
23-09-2025,Telangana,Suryapet,508355,1,0,0
23-09-2025,Telangana,Suryapet,508376,2,0,0
22-09-2025,Telangana,Suryapet,508233,0,1,0
25-09-2025,Telangana,Suryapet,508213,1,0,0
25-09-2025,Telangana,Suryapet,508218,1,1,0
25-09-2025,Telangana,Suryapet,508222,1,0,0
25-09-2025,Telangana,Suryapet,508376,1,0,0
24-09-2025,Telangana,Suryapet,508204,2,0,0
24-09-2025,Telangana,Suryapet,508221,2,0,0
24-09-2025,Telangana,Suryapet,508233,1,0,0
29-09-2025,Telangana,Suryapet,508213,1,0,0
26-10-2025,Telangana,Suryapet,508201,1,0,0
26-10-2025,Telangana,Suryapet,508280,3,0,0
13-10-2025,Telangana,Suryapet,508218,1,0,0
13-10-2025,Telangana,Suryapet,508222,1,1,0
13-10-2025,Telangana,Suryapet,508223,1,0,0
13-10-2025,Telangana,Suryapet,508233,0,1,0
13-10-2025,Telangana,Suryapet,508280,5,0,0
16-10-2025,Telangana,Suryapet,508206,2,1,0
16-10-2025,Telangana,Suryapet,508213,7,1,0
15-10-2025,Telangana,Suryapet,508212,1,1,0
17-10-2025,Telangana,Suryapet,508233,5,1,0
17-10-2025,Telangana,Suryapet,508246,6,1,0
18-10-2025,Telangana,Suryapet,508206,3,1,0
18-10-2025,Telangana,Suryapet,508212,3,0,0
18-10-2025,Telangana,Suryapet,508238,1,0,0
18-10-2025,Telangana,Suryapet,508246,2,0,0
18-10-2025,Telangana,Suryapet,508280,4,0,0
20-10-2025,Telangana,Suryapet,508201,1,0,0
20-10-2025,Telangana,Suryapet,508206,1,0,0
19-10-2025,Telangana,Suryapet,508201,1,1,0
19-10-2025,Telangana,Suryapet,508221,1,0,0
21-10-2025,Telangana,Suryapet,508233,0,1,0
21-10-2025,Telangana,Suryapet,508246,1,0,0
25-10-2025,Telangana,Suryapet,508222,2,1,0
25-10-2025,Telangana,Suryapet,508246,3,0,0
24-10-2025,Telangana,Suryapet,508233,2,0,0
24-10-2025,Telangana,Suryapet,508279,2,0,0
27-10-2025,Telangana,Suryapet,508204,1,2,0
27-10-2025,Telangana,Suryapet,508233,0,1,0
28-10-2025,Telangana,Suryapet,508201,1,0,0
28-10-2025,Telangana,Suryapet,508218,1,0,0
28-10-2025,Telangana,Suryapet,508221,2,0,0
28-10-2025,Telangana,Suryapet,508233,0,1,0
30-10-2025,Telangana,Suryapet,508201,4,0,0
30-10-2025,Telangana,Suryapet,508221,4,1,0
30-10-2025,Telangana,Suryapet,508222,7,0,0
29-10-2025,Telangana,Suryapet,508221,1,0,0
29-10-2025,Telangana,Suryapet,508279,1,0,0
02-11-2025,Telangana,Suryapet,508280,2,0,0
01-11-2025,Telangana,Suryapet,508218,1,0,0
01-11-2025,Telangana,Suryapet,508233,0,1,0
31-10-2025,Telangana,Suryapet,508279,4,0,0
12-11-2025,Telangana,Suryapet,508206,2,1,0
12-11-2025,Telangana,Suryapet,508280,1,0,0
11-11-2025,Telangana,Suryapet,508201,2,0,0
11-11-2025,Telangana,Suryapet,508204,1,0,0
11-11-2025,Telangana,Suryapet,508221,5,0,0
15-11-2025,Telangana,Suryapet,508222,6,0,0
16-11-2025,Telangana,Suryapet,508221,1,0,0
17-11-2025,Telangana,Suryapet,508212,1,0,0
17-11-2025,Telangana,Suryapet,508222,2,1,0
17-11-2025,Telangana,Suryapet,508223,1,0,0
17-11-2025,Telangana,Suryapet,508279,1,0,0
15-12-2025,Telangana,Suryapet,508218,1,0,0
15-12-2025,Telangana,Suryapet,508221,4,1,0
15-12-2025,Telangana,Suryapet,508279,4,0,0
25-11-2025,Telangana,Suryapet,508204,0,1,0
25-11-2025,Telangana,Suryapet,508234,2,0,0
05-11-2025,Telangana,Suryapet,508213,1,0,0
05-11-2025,Telangana,Suryapet,508223,1,2,0
06-11-2025,Telangana,Suryapet,508204,1,0,0
06-11-2025,Telangana,Suryapet,508221,1,0,0
06-11-2025,Telangana,Suryapet,508246,1,0,0
03-11-2025,Telangana,Suryapet,508206,2,0,0
03-11-2025,Telangana,Suryapet,508221,1,0,0
08-11-2025,Telangana,Suryapet,508204,1,1,0
08-11-2025,Telangana,Suryapet,508213,8,0,0
08-11-2025,Telangana,Suryapet,508221,0,1,0
08-11-2025,Telangana,Suryapet,508222,1,0,0
08-11-2025,Telangana,Suryapet,508223,3,1,0
08-11-2025,Telangana,Suryapet,508246,4,0,0
08-11-2025,Telangana,Suryapet,508280,1,0,0
07-11-2025,Telangana,Suryapet,508223,1,0,0
10-11-2025,Telangana,Suryapet,508201,2,0,0
10-11-2025,Telangana,Suryapet,508212,1,0,0
10-11-2025,Telangana,Suryapet,508222,1,0,0
10-11-2025,Telangana,Suryapet,508280,3,0,0
09-11-2025,Telangana,Suryapet,508213,7,0,0
09-11-2025,Telangana,Suryapet,508222,1,0,0
09-11-2025,Telangana,Suryapet,508223,2,0,0
09-11-2025,Telangana,Suryapet,508233,2,0,0
13-11-2025,Telangana,Suryapet,508206,1,0,0
13-11-2025,Telangana,Suryapet,508234,1,0,0
13-11-2025,Telangana,Suryapet,508279,1,0,0
13-11-2025,Telangana,Suryapet,508355,2,0,0
14-11-2025,Telangana,Suryapet,508212,1,0,0
14-11-2025,Telangana,Suryapet,508279,2,0,0
19-11-2025,Telangana,Suryapet,508201,1,0,2
19-11-2025,Telangana,Suryapet,508212,3,0,0
19-11-2025,Telangana,Suryapet,508246,4,0,0
19-11-2025,Telangana,Suryapet,508279,2,1,0
22-12-2025,Telangana,Suryapet,508204,7,0,0
22-12-2025,Telangana,Suryapet,508206,3,0,0
22-12-2025,Telangana,Suryapet,508233,2,0,0
22-12-2025,Telangana,Suryapet,508280,1,0,0
21-12-2025,Telangana,Suryapet,508201,1,0,0
21-12-2025,Telangana,Suryapet,508221,3,0,0
25-12-2025,Telangana,Suryapet,508212,0,1,0
24-12-2025,Telangana,Suryapet,508206,4,0,0
24-12-2025,Telangana,Suryapet,508279,1,0,0
23-12-2025,Telangana,Suryapet,508279,1,0,0
23-12-2025,Telangana,Suryapet,508376,2,0,0
27-12-2025,Telangana,Suryapet,508204,1,0,0
27-12-2025,Telangana,Suryapet,508221,1,0,0
27-12-2025,Telangana,Suryapet,508222,1,0,0
26-12-2025,Telangana,Suryapet,508218,0,1,0
26-12-2025,Telangana,Suryapet,508221,2,0,0
26-12-2025,Telangana,Suryapet,508234,1,0,0
28-12-2025,Telangana,Suryapet,508204,1,0,0
28-12-2025,Telangana,Suryapet,508222,1,0,0
28-12-2025,Telangana,Suryapet,508233,1,0,0
29-12-2025,Telangana,Suryapet,508201,1,0,0
01-01-2026,Telangana,Suryapet,508206,3,0,0
01-01-2026,Telangana,Suryapet,508221,2,0,0
01-01-2026,Telangana,Suryapet,508246,2,0,0
01-01-2026,Telangana,Suryapet,508280,3,1,0
11-06-2025,Telangana,Suryapet,508213,9,1,0
11-06-2025,Telangana,Suryapet,508246,2,1,0
10-06-2025,Telangana,Suryapet,505325,1,0,0
10-06-2025,Telangana,Suryapet,508222,1,0,0
10-06-2025,Telangana,Suryapet,508280,3,0,0
09-06-2025,Telangana,Suryapet,508212,3,0,0
09-06-2025,Telangana,Suryapet,508279,0,1,0
13-06-2025,Telangana,Suryapet,508213,11,1,0
13-06-2025,Telangana,Suryapet,508222,2,1,0
13-06-2025,Telangana,Suryapet,508233,1,0,0
14-06-2025,Telangana,Suryapet,508204,3,0,0
14-06-2025,Telangana,Suryapet,508223,0,1,0
14-06-2025,Telangana,Suryapet,508233,1,0,0
14-06-2025,Telangana,Suryapet,508280,1,0,0
16-06-2025,Telangana,Suryapet,508213,8,0,0
16-06-2025,Telangana,Suryapet,508376,1,0,0
19-06-2025,Telangana,Suryapet,508212,2,1,0
19-06-2025,Telangana,Suryapet,508223,3,1,0
19-06-2025,Telangana,Suryapet,508233,1,0,0
19-06-2025,Telangana,Suryapet,508279,3,0,0
17-06-2025,Telangana,Suryapet,508204,5,2,0
17-06-2025,Telangana,Suryapet,508213,4,1,0
17-06-2025,Telangana,Suryapet,508222,3,0,0
17-06-2025,Telangana,Suryapet,508223,1,0,0
18-06-2025,Telangana,Suryapet,508111,1,0,0
18-06-2025,Telangana,Suryapet,508280,0,1,0
18-06-2025,Telangana,Suryapet,508376,1,0,0
01-09-2025,Telangana,Suryapet,508213,6,0,0
01-09-2025,Telangana,Suryapet,508246,4,1,0
03-09-2025,Telangana,Suryapet,508204,3,0,0
03-09-2025,Telangana,Suryapet,508221,2,2,0
03-09-2025,Telangana,Suryapet,508233,4,0,0
02-09-2025,Telangana,Suryapet,508206,2,0,0
02-09-2025,Telangana,Suryapet,508213,9,2,0
02-09-2025,Telangana,Suryapet,508376,1,1,0
07-09-2025,Telangana,Suryapet,508279,1,0,0
05-09-2025,Telangana,Suryapet,508201,1,0,0
05-09-2025,Telangana,Suryapet,508206,0,1,0
06-09-2025,Telangana,Suryapet,508201,0,2,0
06-09-2025,Telangana,Suryapet,508206,4,2,0
06-09-2025,Telangana,Suryapet,508222,4,0,0
06-09-2025,Telangana,Suryapet,508238,1,0,0
04-09-2025,Telangana,Suryapet,508201,1,0,0
04-09-2025,Telangana,Suryapet,508234,2,0,0
04-09-2025,Telangana,Suryapet,508279,3,0,0
09-09-2025,Telangana,Suryapet,508221,3,0,0
09-09-2025,Telangana,Suryapet,508223,5,3,0
09-09-2025,Telangana,Suryapet,508279,2,0,0
09-09-2025,Telangana,Suryapet,508376,1,0,0
08-09-2025,Telangana,Suryapet,508212,4,2,0
08-09-2025,Telangana,Suryapet,508222,0,1,0
08-09-2025,Telangana,Suryapet,508223,3,2,0
08-09-2025,Telangana,Suryapet,508280,1,0,0
10-09-2025,Telangana,Suryapet,508223,0,1,0
10-09-2025,Telangana,Suryapet,508280,1,1,0
11-09-2025,Telangana,Suryapet,508279,3,1,0
11-09-2025,Telangana,Suryapet,508376,2,0,0
15-09-2025,Telangana,Suryapet,508213,3,3,0
15-09-2025,Telangana,Suryapet,508223,1,0,0
15-09-2025,Telangana,Suryapet,508234,2,0,0
12-09-2025,Telangana,Suryapet,508218,1,0,0
13-09-2025,Telangana,Suryapet,508223,1,1,0
13-09-2025,Telangana,Suryapet,508233,1,0,0
13-09-2025,Telangana,Suryapet,508280,1,0,0
16-09-2025,Telangana,Suryapet,508280,1,1,0
18-09-2025,Telangana,Suryapet,508213,4,2,0
18-09-2025,Telangana,Suryapet,508233,1,0,0
19-09-2025,Telangana,Suryapet,508204,3,2,0
19-09-2025,Telangana,Suryapet,508221,6,0,0
19-09-2025,Telangana,Suryapet,508279,0,1,0
19-09-2025,Telangana,Suryapet,508280,1,0,0
19-09-2025,Telangana,Suryapet,508376,1,0,0
22-09-2025,Telangana,Suryapet,508213,6,2,0
22-09-2025,Telangana,Suryapet,508221,3,0,0
22-09-2025,Telangana,Suryapet,508223,2,1,0
22-09-2025,Telangana,Suryapet,508279,4,0,0
23-09-2025,Telangana,Suryapet,508222,2,0,0
24-09-2025,Telangana,Suryapet,508213,5,0,0
24-09-2025,Telangana,Suryapet,508218,1,1,0
25-09-2025,Telangana,Suryapet,508233,1,0,0
29-09-2025,Telangana,Suryapet,508355,0,1,0
26-09-2025,Telangana,Suryapet,508206,0,1,0
30-09-2025,Telangana,Suryapet,508206,0,2,0
26-10-2025,Telangana,Suryapet,508223,1,0,0
13-10-2025,Telangana,Suryapet,508234,0,1,0
13-10-2025,Telangana,Suryapet,508246,1,0,0
16-10-2025,Telangana,Suryapet,508204,1,0,0
16-10-2025,Telangana,Suryapet,508246,1,0,0
16-10-2025,Telangana,Suryapet,508279,0,2,0
16-10-2025,Telangana,Suryapet,508376,1,0,0
15-10-2025,Telangana,Suryapet,508206,4,1,0
15-10-2025,Telangana,Suryapet,508221,1,0,0
15-10-2025,Telangana,Suryapet,508223,2,0,0
15-10-2025,Telangana,Suryapet,508233,1,1,0
17-10-2025,Telangana,Suryapet,508213,17,2,0
17-10-2025,Telangana,Suryapet,508221,7,1,0
19-10-2025,Telangana,Suryapet,508206,3,0,0
19-10-2025,Telangana,Suryapet,508212,1,0,0
19-10-2025,Telangana,Suryapet,508213,2,2,0
19-10-2025,Telangana,Suryapet,508246,4,0,0
20-10-2025,Telangana,Suryapet,508221,1,0,0
18-10-2025,Telangana,Suryapet,508218,1,0,0
18-10-2025,Telangana,Suryapet,508222,1,0,0
24-10-2025,Telangana,Suryapet,508201,2,0,0
24-10-2025,Telangana,Suryapet,508218,2,0,0
24-10-2025,Telangana,Suryapet,508222,1,0,0
25-10-2025,Telangana,Suryapet,508204,2,1,0
25-10-2025,Telangana,Suryapet,508218,8,0,0
25-10-2025,Telangana,Suryapet,508221,11,1,0
25-10-2025,Telangana,Suryapet,508223,1,0,0
28-10-2025,Telangana,Suryapet,508280,1,0,0
27-10-2025,Telangana,Suryapet,508212,2,0,0
27-10-2025,Telangana,Suryapet,508213,5,0,0
27-10-2025,Telangana,Suryapet,508223,3,0,0
27-10-2025,Telangana,Suryapet,508234,2,0,0
27-10-2025,Telangana,Suryapet,508246,3,0,0
29-10-2025,Telangana,Suryapet,508234,1,0,0
30-10-2025,Telangana,Suryapet,508212,5,0,0
30-10-2025,Telangana,Suryapet,508213,14,2,0
31-10-2025,Telangana,Suryapet,508204,3,0,0
31-10-2025,Telangana,Suryapet,508212,5,0,0
31-10-2025,Telangana,Suryapet,508280,1,0,0
02-11-2025,Telangana,Suryapet,508212,3,0,0
02-11-2025,Telangana,Suryapet,508218,2,0,0
02-11-2025,Telangana,Suryapet,508222,6,0,0
02-11-2025,Telangana,Suryapet,508376,5,0,0
11-11-2025,Telangana,Suryapet,508222,1,0,0
11-11-2025,Telangana,Suryapet,508223,1,0,0
10-11-2025,Telangana,Suryapet,508213,5,1,0
10-11-2025,Telangana,Suryapet,508221,3,1,0
10-11-2025,Telangana,Suryapet,508246,3,0,0
12-11-2025,Telangana,Suryapet,508201,2,1,0
12-11-2025,Telangana,Suryapet,508204,3,1,0
15-11-2025,Telangana,Suryapet,508201,4,0,0
15-11-2025,Telangana,Suryapet,508206,2,0,0
15-11-2025,Telangana,Suryapet,508234,4,0,0
15-11-2025,Telangana,Suryapet,508376,2,0,0
16-11-2025,Telangana,Suryapet,508206,2,2,0
19-11-2025,Telangana,Suryapet,508213,5,0,1
19-11-2025,Telangana,Suryapet,508222,1,0,0
19-11-2025,Telangana,Suryapet,508223,4,2,0
25-11-2025,Telangana,Suryapet,508212,1,0,0
25-11-2025,Telangana,Suryapet,508223,2,0,0
25-11-2025,Telangana,Suryapet,508279,2,0,0
07-11-2025,Telangana,Suryapet,508213,3,0,0
07-11-2025,Telangana,Suryapet,508280,4,0,0
06-11-2025,Telangana,Suryapet,508222,1,0,0
08-11-2025,Telangana,Suryapet,508206,1,0,0
08-11-2025,Telangana,Suryapet,508233,2,0,0
13-11-2025,Telangana,Suryapet,508233,1,0,0
14-11-2025,Telangana,Suryapet,508221,2,0,0
14-11-2025,Telangana,Suryapet,508223,1,0,0
14-11-2025,Telangana,Suryapet,508376,1,0,0
18-11-2025,Telangana,Suryapet,508201,1,0,0
18-11-2025,Telangana,Suryapet,508213,3,0,0
18-11-2025,Telangana,Suryapet,508221,3,0,0
15-12-2025,Telangana,Suryapet,508223,2,0,0
22-12-2025,Telangana,Suryapet,508218,3,0,0
22-12-2025,Telangana,Suryapet,508221,5,0,0
22-12-2025,Telangana,Suryapet,508222,1,0,0
23-12-2025,Telangana,Suryapet,508221,1,0,0
23-12-2025,Telangana,Suryapet,508222,1,0,0
25-12-2025,Telangana,Suryapet,508213,2,0,0
25-12-2025,Telangana,Suryapet,508355,0,1,0
25-12-2025,Telangana,Suryapet,508376,1,0,0
24-12-2025,Telangana,Suryapet,508213,3,0,0
27-12-2025,Telangana,Suryapet,508213,1,0,0
27-12-2025,Telangana,Suryapet,508218,1,0,0
27-12-2025,Telangana,Suryapet,508246,1,0,0
28-12-2025,Telangana,Suryapet,508201,1,0,0
29-12-2025,Telangana,Suryapet,508206,3,0,0
29-12-2025,Telangana,Suryapet,508212,2,0,0
31-12-2025,Telangana,Suryapet,508201,1,0,0
31-12-2025,Telangana,Suryapet,508204,4,1,0
31-12-2025,Telangana,Suryapet,508212,1,0,0
02-01-2026,Telangana,Suryapet,508201,0,1,0
02-01-2026,Telangana,Suryapet,508280,0,1,0
01-01-2026,Telangana,Suryapet,508213,11,3,0
03-01-2026,Telangana,Suryapet,508246,1,1,0
09-06-2025,Telangana,Suryapet,508246,3,1,0
09-06-2025,Telangana,Suryapet,508376,2,0,0
10-06-2025,Telangana,Suryapet,508201,1,0,0
10-06-2025,Telangana,Suryapet,508206,1,0,0
10-06-2025,Telangana,Suryapet,508221,1,0,0
10-06-2025,Telangana,Suryapet,508233,4,1,0
11-06-2025,Telangana,Suryapet,508221,3,2,0
11-06-2025,Telangana,Suryapet,508279,3,1,0
11-06-2025,Telangana,Suryapet,508376,1,0,0
12-06-2025,Telangana,Suryapet,508204,1,0,0
12-06-2025,Telangana,Suryapet,508206,1,1,0
12-06-2025,Telangana,Suryapet,508234,1,0,0
13-06-2025,Telangana,Suryapet,508201,1,1,0
13-06-2025,Telangana,Suryapet,508212,3,0,0
13-06-2025,Telangana,Suryapet,508280,1,0,0
14-06-2025,Telangana,Suryapet,508206,2,0,0
14-06-2025,Telangana,Suryapet,508212,4,1,0
14-06-2025,Telangana,Suryapet,508213,5,0,0
17-06-2025,Telangana,Suryapet,508201,3,1,0
17-06-2025,Telangana,Suryapet,508212,1,0,0
17-06-2025,Telangana,Suryapet,508238,0,1,0
16-06-2025,Telangana,Suryapet,508212,1,0,0
16-06-2025,Telangana,Suryapet,508234,3,0,0
16-06-2025,Telangana,Suryapet,508246,1,4,0
18-06-2025,Telangana,Suryapet,508204,1,1,0
18-06-2025,Telangana,Suryapet,508221,1,0,0
18-06-2025,Telangana,Suryapet,508246,1,0,0
19-06-2025,Telangana,Suryapet,508280,2,0,0
19-06-2025,Telangana,Suryapet,508376,3,1,0
03-09-2025,Telangana,Suryapet,508213,7,1,0
03-09-2025,Telangana,Suryapet,508222,5,0,0
03-09-2025,Telangana,Suryapet,508234,1,0,0
03-09-2025,Telangana,Suryapet,508279,1,0,0
02-09-2025,Telangana,Suryapet,508212,2,3,0
01-09-2025,Telangana,Suryapet,508222,2,0,0
01-09-2025,Telangana,Suryapet,508224,0,1,0
01-09-2025,Telangana,Suryapet,508233,1,1,0
04-09-2025,Telangana,Suryapet,508206,0,2,0
04-09-2025,Telangana,Suryapet,508218,3,1,0
04-09-2025,Telangana,Suryapet,508221,5,0,0
04-09-2025,Telangana,Suryapet,508233,1,1,0
04-09-2025,Telangana,Suryapet,508280,1,0,0
07-09-2025,Telangana,Suryapet,508204,0,2,0
09-09-2025,Telangana,Suryapet,508206,2,0,0
09-09-2025,Telangana,Suryapet,508218,3,0,0
09-09-2025,Telangana,Suryapet,508246,4,0,0
08-09-2025,Telangana,Suryapet,508201,4,1,0
08-09-2025,Telangana,Suryapet,508221,3,0,0
08-09-2025,Telangana,Suryapet,508233,2,0,0
08-09-2025,Telangana,Suryapet,508376,3,0,0
11-09-2025,Telangana,Suryapet,508201,0,1,0
11-09-2025,Telangana,Suryapet,508218,2,2,0
11-09-2025,Telangana,Suryapet,508222,1,0,0
10-09-2025,Telangana,Suryapet,508201,4,0,0
10-09-2025,Telangana,Suryapet,508218,1,2,0
10-09-2025,Telangana,Suryapet,508221,3,2,0
10-09-2025,Telangana,Suryapet,508234,5,0,0
13-09-2025,Telangana,Suryapet,508204,2,1,0
13-09-2025,Telangana,Suryapet,508212,1,0,0
12-09-2025,Telangana,Suryapet,508280,0,1,0
15-09-2025,Telangana,Suryapet,508221,3,0,0
17-09-2025,Telangana,Suryapet,508221,2,0,0
17-09-2025,Telangana,Suryapet,508222,2,1,0
16-09-2025,Telangana,Suryapet,508204,2,0,0
16-09-2025,Telangana,Suryapet,508206,2,0,0
16-09-2025,Telangana,Suryapet,508213,6,1,0
16-09-2025,Telangana,Suryapet,508221,4,1,0
16-09-2025,Telangana,Suryapet,508223,3,0,0
16-09-2025,Telangana,Suryapet,508376,1,0,0
18-09-2025,Telangana,Suryapet,508204,0,1,0
18-09-2025,Telangana,Suryapet,508279,1,0,0
20-09-2025,Telangana,Suryapet,508201,0,1,0
20-09-2025,Telangana,Suryapet,508204,0,1,0
20-09-2025,Telangana,Suryapet,508221,1,0,0
20-09-2025,Telangana,Suryapet,508222,1,0,0
20-09-2025,Telangana,Suryapet,508246,3,0,0
19-09-2025,Telangana,Suryapet,508234,1,0,0
19-09-2025,Telangana,Suryapet,508246,1,0,0
23-09-2025,Telangana,Suryapet,508212,3,0,0
23-09-2025,Telangana,Suryapet,508221,3,1,0
23-09-2025,Telangana,Suryapet,508233,1,0,0
22-09-2025,Telangana,Suryapet,508206,0,2,0
22-09-2025,Telangana,Suryapet,508222,2,0,0
22-09-2025,Telangana,Suryapet,508280,2,1,0
25-09-2025,Telangana,Suryapet,508279,0,1,0
24-09-2025,Telangana,Suryapet,508234,1,0,0
24-09-2025,Telangana,Suryapet,508280,1,0,0
29-09-2025,Telangana,Suryapet,508221,1,0,0
29-09-2025,Telangana,Suryapet,508234,0,1,0
27-09-2025,Telangana,Suryapet,508213,1,0,0
26-09-2025,Telangana,Suryapet,508111,0,1,0
26-09-2025,Telangana,Suryapet,508376,0,1,0
26-10-2025,Telangana,Suryapet,508204,0,1,0
26-10-2025,Telangana,Suryapet,508221,1,1,0
26-10-2025,Telangana,Suryapet,508246,5,1,0
13-10-2025,Telangana,Suryapet,508204,2,0,0
13-10-2025,Telangana,Suryapet,508206,2,0,0
15-10-2025,Telangana,Suryapet,508213,7,0,0
15-10-2025,Telangana,Suryapet,508234,1,0,0
16-10-2025,Telangana,Suryapet,508212,1,0,0
16-10-2025,Telangana,Suryapet,508221,2,0,0
17-10-2025,Telangana,Suryapet,508212,2,0,0
17-10-2025,Telangana,Suryapet,508234,3,0,0
17-10-2025,Telangana,Suryapet,508376,2,1,0
18-10-2025,Telangana,Suryapet,508201,1,0,0
19-10-2025,Telangana,Suryapet,508218,2,0,0
19-10-2025,Telangana,Suryapet,508223,3,0,0
19-10-2025,Telangana,Suryapet,508234,1,0,0
24-10-2025,Telangana,Suryapet,508204,3,0,0
24-10-2025,Telangana,Suryapet,508213,8,0,0
24-10-2025,Telangana,Suryapet,508246,1,0,0
24-10-2025,Telangana,Suryapet,508280,2,0,0
25-10-2025,Telangana,Suryapet,508233,1,0,0
25-10-2025,Telangana,Suryapet,508376,0,1,0
27-10-2025,Telangana,Suryapet,508279,1,0,0
28-10-2025,Telangana,Suryapet,508206,1,0,0
28-10-2025,Telangana,Suryapet,508213,4,0,0
29-10-2025,Telangana,Suryapet,508212,2,0,0
29-10-2025,Telangana,Suryapet,508280,1,0,0
31-10-2025,Telangana,Suryapet,508201,2,1,0
02-11-2025,Telangana,Suryapet,508204,1,0,0
02-11-2025,Telangana,Suryapet,508213,6,0,0
02-11-2025,Telangana,Suryapet,508221,5,0,0
02-11-2025,Telangana,Suryapet,508223,2,0,0
01-11-2025,Telangana,Suryapet,508201,1,0,0
09-11-2025,Telangana,Suryapet,508206,3,0,0
09-11-2025,Telangana,Suryapet,508218,4,0,0
09-11-2025,Telangana,Suryapet,508279,1,0,0
05-11-2025,Telangana,Suryapet,508206,3,0,0
03-11-2025,Telangana,Suryapet,508204,3,0,0
03-11-2025,Telangana,Suryapet,508234,2,0,0
04-11-2025,Telangana,Suryapet,508246,1,0,0
07-11-2025,Telangana,Suryapet,508204,3,1,0
07-11-2025,Telangana,Suryapet,508224,1,0,0
07-11-2025,Telangana,Suryapet,508279,2,0,0
06-11-2025,Telangana,Suryapet,508223,1,0,0
06-11-2025,Telangana,Suryapet,508233,2,0,0
12-11-2025,Telangana,Suryapet,508213,1,0,0
12-11-2025,Telangana,Suryapet,508221,4,0,0
12-11-2025,Telangana,Suryapet,508222,1,0,0
12-11-2025,Telangana,Suryapet,508246,1,1,0
11-11-2025,Telangana,Suryapet,508206,1,2,0
11-11-2025,Telangana,Suryapet,508279,1,1,0
13-11-2025,Telangana,Suryapet,508204,1,0,0
14-11-2025,Telangana,Suryapet,508201,3,0,0
14-11-2025,Telangana,Suryapet,508206,1,0,0
14-11-2025,Telangana,Suryapet,508218,5,0,0
15-11-2025,Telangana,Suryapet,508213,12,2,0
15-11-2025,Telangana,Suryapet,508280,7,0,0
16-11-2025,Telangana,Suryapet,508223,1,0,0
18-11-2025,Telangana,Suryapet,508222,2,0,0
17-11-2025,Telangana,Suryapet,508280,2,1,0
25-11-2025,Telangana,Suryapet,508280,1,0,0
19-11-2025,Telangana,Suryapet,508280,1,0,0
19-11-2025,Telangana,Suryapet,508376,1,0,0
15-12-2025,Telangana,Suryapet,508212,1,0,0
15-12-2025,Telangana,Suryapet,508246,1,0,0
15-12-2025,Telangana,Suryapet,508376,1,0,0
22-12-2025,Telangana,Suryapet,508223,3,0,0
22-12-2025,Telangana,Suryapet,508279,3,0,0
22-12-2025,Telangana,Suryapet,508376,3,0,0
24-12-2025,Telangana,Suryapet,508212,3,0,0
24-12-2025,Telangana,Suryapet,508218,2,0,0
24-12-2025,Telangana,Suryapet,508234,1,0,0
24-12-2025,Telangana,Suryapet,508246,2,1,0
24-12-2025,Telangana,Suryapet,508280,2,0,0
23-12-2025,Telangana,Suryapet,508206,2,0,0
23-12-2025,Telangana,Suryapet,508213,1,0,0
23-12-2025,Telangana,Suryapet,508246,1,0,0
26-12-2025,Telangana,Suryapet,508204,4,0,0
25-12-2025,Telangana,Suryapet,508201,1,1,0
25-12-2025,Telangana,Suryapet,508204,1,0,0
28-12-2025,Telangana,Suryapet,508234,2,0,0
27-12-2025,Telangana,Suryapet,508201,1,0,0
27-12-2025,Telangana,Suryapet,508206,4,1,0
31-12-2025,Telangana,Suryapet,508218,0,1,0
31-12-2025,Telangana,Suryapet,508223,1,0,0
31-12-2025,Telangana,Suryapet,508246,2,1,0
31-12-2025,Telangana,Suryapet,508376,1,0,0
01-01-2026,Telangana,Suryapet,508222,1,0,0
01-01-2026,Telangana,Suryapet,508233,1,0,0
01-01-2026,Telangana,Suryapet,508376,0,1,0
09-06-2025,Telangana,Suryapet,508201,2,0,0
09-06-2025,Telangana,Suryapet,508204,3,1,0
09-06-2025,Telangana,Suryapet,508206,4,1,0
11-06-2025,Telangana,Suryapet,508206,3,1,0
11-06-2025,Telangana,Suryapet,508222,4,0,0
